draft_year,draft_round,draft_pick,draft_team,draft_pos,college,draft_age,pfr_id,pid
1995,6,192,DET,FB,Nebraska,23.0,SchlCo00,P0266
1995,6,195,NWE,RB,Oregon,24.0,PhilDi00,
1995,6,196,DEN,RB,Georgia,22.0,DaviTe00,P0248
1995,6,197,SDG,QB,Pacific,24.0,WhelCr00,
1995,6,206,NYG,RB,Virginia,22.0,WayxCh00,
1995,6,208,PHI,FB,Mississippi St.,22.0,McCrFr00,P0243
1995,7,210,PHI,RB,Mississippi St.,24.0,BouiKe20,
1995,7,212,ARI,WR,Tennessee,24.0,WillBi20,
1995,7,217,NYJ,WR,Grambling St.,23.0,CeasCu20,
1995,7,219,JAX,WR,Utah,24.0,MarsCu00,
1995,7,222,DEN,TE,Missouri,23.0,ChamBy00,P0207
1995,7,235,PIT,WR,UNLV,22.0,BailHe00,
1995,7,240,STL,WR,Arizona St.,23.0,ThomJ.00,
1995,7,244,BUF,RB,Portland St.,24.0,HolmDa00,
1996,1,1,NYJ,WR,USC,24.0,JohnKe00,P0054
1996,1,6,STL,RB,Nebraska,21.0,PhilLa00,
1996,1,7,NWE,WR,Ohio St.,22.0,GlenTe00,P0045
1996,1,8,CAR,RB,Michigan,22.0,BiakTi00,P0096
1996,1,9,OAK,TE,Ohio St.,24.0,DudlRi00,P0153
1996,1,14,HOU,RB,Ohio St.,22.0,GeorEd00,P0005
1996,1,18,STL,WR,LSU,23.0,KennEd00,P0114
1996,1,19,IND,WR,Syracuse,24.0,HarrMa00,P0006
1996,1,24,BUF,WR,Mississippi St.,23.0,MoulEr00,P0030
1996,2,31,NYJ,WR,Nevada,22.0,VanDAl00,
1996,2,32,ARI,RB,Texas A&M,22.0,McElLe00,
1996,2,34,NYG,WR,Michigan,21.0,ToomAm00,P0037
1996,2,35,TAM,RB,Purdue,22.0,AlstMi00,P0148
1996,2,39,CIN,TE,Rutgers,23.0,BattMa00,
1996,2,41,SDG,WR,Virginia Tech,22.0,StilBr00,
1996,2,42,STL,QB,Michigan St.,23.0,BankTo00,P0155
1996,2,43,CAR,WR,Michigan St.,23.0,MuhaMu00,P0031
1996,2,52,CHI,WR,Penn St.,23.0,EngrBo00,P0298
1996,2,54,PHI,TE,Eastern Kentucky,22.0,DunnJa00,
1996,2,56,GNB,WR,Notre Dame,22.0,MayeDe00,P0199
1996,2,59,STL,TE,Washington,24.0,ConwEr00,P0274
1996,3,64,ARI,TE,USC,23.0,McWiJo00,P0204
1996,3,65,DEN,RB,Texas A&M,22.0,SmitDe00,
1996,3,73,CAR,RB,New Mexico,23.0,OlivWi00,
1996,3,75,MIN,RB,Kentucky,22.0,WillMo00,P0296
1996,3,80,MIA,RB,UCLA,22.0,AbduKa00,
1996,3,81,SDG,TE,San Jose St.,23.0,RochBr00,
1996,3,82,IND,TE,Iowa,23.0,SlutSc00,
1996,3,83,STL,RB,Oklahoma,21.0,MoorJe00,
1996,3,85,PHI,QB,Ohio St.,23.0,HoyiBo00,
1996,3,89,SFO,WR,Chattanooga,22.0,OwenTe00,P0008
1996,3,91,SEA,RB,Fresno St.,23.0,BrowRe00,
1996,3,92,PIT,RB,Penn St.,24.0,WitmJo00,
1996,3,94,DAL,WR,La-Monroe,23.0,WillSt00,
1996,4,97,MIN,TE,Texas A&M,23.0,GoodHu00,
1996,4,100,DEN,QB,Northern Arizona,23.0,LewiJe01,
1996,4,102,WAS,RB,Auburn,22.0,DaviSt00,P0034
1996,4,103,NOR,RB,Oregon,24.0,WhitRi00,
1996,4,110,JAX,WR,Alabama St.,23.0,BarlRe00,
1996,4,114,SDG,WR,Fresno St.,23.0,JoneCh00,
1996,4,115,IND,RB,Penn St.,23.0,MilnBr00,
1996,4,117,ATL,RB,Winston-Salem St.,23.0,HuntRi00,P0202
1996,4,118,MIA,FB,South Carolina,22.0,PritSt00,P0180
1996,4,124,NWE,RB,West Virginia,22.0,BarbKa20,
1996,4,130,NYG,QB,Florida St.,22.0,KaneDa00,
1996,4,132,PIT,WR,Fresno St.,23.0,ArnoJa00,
1996,5,134,MIA,RB,East Carolina,24.0,McPhJe00,
1996,5,135,KAN,WR,Itawamba (MS),24.0,HornJo00,P0024
1996,5,136,NOR,WR,Michigan,23.0,HayeMe21,
1996,5,153,BAL,WR,Maryland,21.0,LewiJe00,P0206
1996,5,159,DEN,WR,Virginia,23.0,JeffPa00,
1996,5,160,SFO,WR,California,23.0,UwaeIh00,
1996,5,165,NOR,WR,Gardner-Webb,21.0,GuesTe00,
1996,6,175,STL,RB,Miami (FL),23.0,HarrDe00,
1996,6,176,KAN,WR,Pittsburgh,24.0,JellDi00,
1996,6,180,TAM,WR,Tennessee,22.0,SilvNi20,
1996,6,183,OAK,RB,Robert Morris,22.0,HallTi20,
1996,6,185,JAX,WR,Florida,23.0,DoerCh00,P0401
1996,6,186,BAL,WR,Norfolk St.,23.0,RoexJa00,
1996,6,193,CAR,RB,Michigan St.,24.0,GreeSc00,
1996,6,195,NWE,RB,Chattanooga,24.0,GrieMa00,
1996,6,196,BUF,RB,Washington,23.0,NealLe20,
1996,6,197,PHI,TE,Alabama,24.0,JohnTo00,
1996,6,199,PHI,WR,Florida St.,23.0,RilePh20,
1996,6,201,STL,TE,Texas A&M,23.0,ClayHa00,
1996,7,212,ARI,TE,North Alabama,23.0,HayeJa00,
1996,7,216,NWE,TE,West Virginia,24.0,PurnLo00,
1996,7,218,HOU,RB,Penn St.,23.0,ArchMi00,
1996,7,231,SDG,RB,Sonoma St.,26.0,BradFr00,
1996,7,239,SFO,TE,New Mexico St.,22.0,ManuSe20,
1996,7,244,BUF,TE,Michigan,23.0,RiemJa00,P0146
1996,7,246,NOR,TE,Utah,24.0,LuskHe00,
1996,7,251,MIA,WR,Georgia,22.0,HuntBr00,
1996,7,253,CHI,RB,South Carolina St.,23.0,HickMi20,
1997,1,7,NYG,WR,Florida,21.0,HillIk00,P0066
1997,1,12,TAM,RB,Florida St.,22.0,DunnWa00,P0035
1997,1,13,KAN,TE,California,21.0,GonzTo00,P0027
1997,1,15,MIA,WR,Miami (FL),23.0,GreeYa00,
1997,1,16,TAM,WR,Florida,20.0,AnthRe00,P0197
1997,1,22,DAL,TE,LSU,23.0,LaFlDa00,
1997,1,23,BUF,RB,Houston,25.0,SmitAn00,P0192
1997,1,26,SFO,QB,Virginia Tech,24.0,DrucJi00,
1997,1,27,CAR,WR,Colorado,23.0,CarrRa00,
1997,2,36,NYG,RB,Virginia,22.0,BarbTi00,P0016
1997,2,38,CHI,TE,USC,22.0,AllrJo00,
1997,2,41,ATL,RB,Texas Tech,21.0,HansBy00,
1997,2,42,ARI,QB,Arizona St.,22.0,PlumJa00,P0105
1997,2,43,CIN,RB,Washington,22.0,DillCo00,P0047
1997,2,45,SDG,TE,North Carolina,22.0,JoneFr00,P0074
1997,2,46,TEN,WR,Tennessee,23.0,KentJo00,
1997,2,47,KAN,WR,Kansas St.,22.0,LockKe00,P0154
1997,2,53,PIT,WR,San Diego St.,22.0,BlacWi00,
1997,2,55,SFO,FB,Notre Dame,22.0,EdwaMa00,P0301
1997,3,61,NWE,RB,Iowa,23.0,ShawSe00,
1997,3,62,NOR,RB,Iowa St.,21.0,DaviTr00,
1997,3,64,BAL,RB,Tennessee,22.0,GrahJa00,
1997,3,70,ATL,TE,Kent St.,23.0,SantO.00,P0333
1997,3,71,PHI,RB,South Carolina,22.0,StalDu00,P0162
1997,3,77,SFO,TE,Stanford,25.0,ClarGr00,P0160
1997,3,88,NYJ,WR,Northern Iowa,22.0,WardDe00,P0093
1997,4,98,TEN,WR,Michigan St.,23.0,MasoDe00,P0062
1997,4,99,NOR,QB,Florida,23.0,WuerDa00,
1997,4,104,NYJ,RB,North Carolina,23.0,JohnLe00,P0382
1997,4,105,CHI,RB,Northwestern,21.0,AutrDa00,P0133
1997,4,108,CHI,WR,South Carolina,22.0,RobiMa00,P0085
1997,4,110,KAN,QB,California,22.0,BarnPa20,
1997,4,115,WAS,WR,Texas A&M,23.0,ConnAl00,P0110
1997,4,116,NOR,WR,Arizona St.,23.0,PoolKe00,P0208
1997,4,123,OAK,RB,Cornell,21.0,LeviCh20,
1997,4,127,DAL,WR,James Madison,22.0,BrooMa00,P0223
1997,4,129,DAL,RB,Ohio St.,22.0,SualNi00,
1997,5,135,DET,TE,Notre Dame,23.0,ChryPe00,
1997,5,137,TAM,TE,Alabama,23.0,HapePa00,P0334
1997,5,138,SDG,RB,South Carolina St.,23.0,BynuKe00,
1997,5,147,JAX,TE,Southern Illinois,22.0,JoneDa00,
1997,5,150,IND,WR,San Diego St.,22.0,JacqNa00,
1997,5,154,PIT,RB,San Diego St.,23.0,JoneGe00,
1997,5,155,PHI,TE,Furman,22.0,BrouLu00,
1997,5,163,KAN,RB,Kansas,22.0,HenlJu00,
1997,6,165,NOR,TE,LSU,23.0,SavoNi20,
1997,6,170,MIA,WR,Stanford,22.0,MannBr00,
1997,6,171,NYG,QB,Murray St.,23.0,CherMi00,
1997,6,174,SEA,TE,BYU,24.0,MiliIt00,P0170
1997,6,177,MIA,TE,James Madison,23.0,PerrEd00,
1997,6,184,JAX,FB,Sacramento St.,24.0,ShelDa00,
1997,6,190,PHI,WR,Bethune-Cookman,22.0,WyatAn20,
1997,6,191,NYJ,QB,Houston,23.0,ClemCh21,
1997,6,192,NWE,WR,Miami (FL),23.0,GaitTo00,
1997,6,195,KAN,WR,Kansas,22.0,ByrdIs00,P0203
1997,7,204,ATL,QB,Oregon,23.0,GrazTo00,
1997,7,207,PHI,QB,Colorado,24.0,DetmKo00,
1997,7,223,PIT,WR,Texas,23.0,AdamMi00,
1997,7,228,CAR,TE,Mississippi,24.0,MangKr00,P0230
1997,7,231,GNB,FB,Tulane,23.0,SoweJe00,P0416
1997,7,234,BAL,QB,Penn St.,23.0,RichWa00,
1997,7,235,MIN,WR,Langston,23.0,HatcMa00,P0227
1998,1,1,IND,QB,Tennessee,22.0,MannPe00,P0015
1998,1,2,SDG,QB,Washington St.,22.0,LeafRy00,P0166
1998,1,5,CHI,RB,Penn St.,22.0,EnisCu00,
1998,1,9,JAX,RB,Florida,22.0,TaylFr00,P0022
1998,1,16,TEN,WR,Utah,23.0,DysoKe00,P0256
1998,1,18,NWE,RB,Georgia,23.0,EdwaRo00,P0397
1998,1,21,MIN,WR,Marshall,21.0,MossRa00,P0010
1998,1,29,MIA,RB,Mississippi,22.0,AverJo00,
1998,1,30,DEN,WR,Tennessee,22.0,NashMa00,
1998,2,32,IND,WR,Washington,22.0,PathJe00,P0111
1998,2,34,TAM,WR,Florida,22.0,GreeJa00,P0108
1998,2,37,STL,RB,Illinois,22.0,HolcRo00,P0221
1998,2,40,NOR,TE,Washington,23.0,CleeCa00,P0327
1998,2,42,BAL,WR,Oregon,22.0,JohnPa00,
1998,2,48,WAS,TE,Oklahoma,22.0,AlexSt00,P0132
1998,2,50,DET,WR,Virginia,21.0,CrowGe00,P0145
1998,2,52,NWE,WR,Wisconsin,23.0,SimmTo00,P0242
1998,2,54,NWE,TE,Alabama,23.0,RutlRo00,
1998,2,55,NYG,WR,Penn St.,23.0,JureJo00,P0212
1998,2,59,SDG,TE,S.F. Austin,23.0,RickMi00,P0326
1998,2,60,DET,QB,Eastern Michigan,23.0,BatcCh00,P0098
1998,3,63,OAK,FB,Stanford,24.0,RitcJo00,P0240
1998,3,69,WAS,RB,UCLA,23.0,HickSk00,P0331
1998,3,70,NYG,WR,Purdue,23.0,AlfoBr00,
1998,3,71,IND,WR,Florida St.,23.0,GreeE.00,P0235
1998,3,74,ATL,WR,Miami (FL),24.0,GermJa00,
1998,3,76,SEA,RB,Nebraska,21.0,GreeAh00,P0009
1998,3,81,NWE,RB,Michigan,23.0,FloyCh00,
1998,3,82,MIA,WR,East Carolina,23.0,ShanLa20,
1998,3,86,JAX,QB,Middle Tenn. St.,23.0,QuinJo00,
1998,3,88,KAN,RB,Washington,23.0,ShehRa00,
1998,3,91,DEN,QB,Michigan,23.0,GrieBr00,P0064
1998,3,92,PIT,WR,Georgia,22.0,WardHi00,P0103
1998,4,94,CHI,TE,Oklahoma St.,23.0,MayeAl00,
1998,4,95,ARI,RB,Fresno St.,23.0,PittMi00,P0040
1998,4,96,STL,WR,San Diego St.,21.0,HakiAz00,P0097
1998,4,98,STL,TE,Syracuse,23.0,WillRo01,P0291
1998,4,101,JAX,RB,Iowa,24.0,BankTa00,
1998,4,106,CAR,WR,Wisconsin,23.0,HayeDo00,P0073
1998,4,114,ATL,WR,Iowa,23.0,DwigTi00,P0152
1998,4,123,PIT,RB,North Carolina St.,24.0,KingCa00,
1998,5,125,ARI,TE,Southern Miss,22.0,HardTe00,P0228
1998,5,127,OAK,TE,Washington,23.0,BrigJe00,
1998,5,131,BUF,RB,North Carolina,23.0,LintJo00,
1998,5,132,NOR,RB,Livingstone,23.0,PerrWi00,
1998,5,146,NYJ,TE,Oregon,23.0,SpenBl00,
1998,5,150,GNB,WR,Jackson St.,22.0,BradCo00,P0282
1998,5,153,DEN,RB,Michigan,23.0,HowaCh00,
1998,6,160,BUF,WR,Washington,23.0,ColeFr00,
1998,6,167,CIN,WR,TCU,22.0,TuckJa00,
1998,6,169,SEA,WR,California,23.0,ShawBo00,P0117
1998,6,174,NYJ,WR,Angelo State (TX),22.0,BrazCh00,
1998,6,176,NWE,RB,Southern Miss,24.0,ShawHa00,
1998,6,178,PIT,RB,Utah,21.0,FuamCh00,P0247
1998,6,180,SFO,FB,Auburn,23.0,BeasFr00,P0136
1998,6,182,JAX,FB,Auburn,23.0,McLeKe00,
1998,6,183,NYJ,FB,BYU,25.0,JohnDu20,
1998,6,187,GNB,QB,Boston Col.,22.0,HassMa00,P0278
1998,7,192,JAX,WR,North Carolina St.,24.0,WhitAl00,P0244
1998,7,195,NYJ,TE,Southern,21.0,HartLa20,
1998,7,201,ATL,RB,Virginia Tech,22.0,OxenKe00,
1998,7,204,NOR,WR,Tennessee,22.0,McCuAn00,
1998,7,215,SFO,WR,Minnesota,25.0,ThelRy00,
1998,7,218,GNB,RB,Purdue,21.0,WatsEd00,
1998,7,232,CHI,QB,Colorado St.,23.0,MoreMo00,
1998,7,237,DAL,TE,Cincinnati,22.0,MonrRo00,
1998,7,238,BUF,WR,Cal Poly-San Luis Obispo,22.0,LoudKa00,
1999,1,1,CLE,QB,Kentucky,22.0,CoucTi00,P0171
1999,1,2,PHI,QB,Syracuse,22.0,McNaDo00,P0018
1999,1,3,CIN,QB,Oregon,24.0,SmitAk00,P0205
1999,1,4,IND,RB,Miami (FL),21.0,JameEd00,P0002
1999,1,5,NOR,RB,Texas,22.0,WillRi00,P0039
1999,1,6,STL,WR,North Carolina St.,23.0,HoltTo00,P0023
1999,1,8,ARI,WR,Ohio St.,21.0,BostDa00,P0041
1999,1,11,MIN,QB,Central Florida,22.0,CulpDa00,P0004
1999,1,12,CHI,QB,UCLA,22.0,McNoCa00,P0119
1999,1,13,PIT,WR,Louisiana Tech,22.0,EdwaTr00,P0309
1999,2,32,CLE,WR,Syracuse,23.0,JohnKe01,P0122
1999,2,39,MIA,RB,Mississippi St.,25.0,JohnJ.00,
1999,2,42,ATL,TE,Mississippi St.,22.0,KellRe00,P0169
1999,2,43,MIA,FB,Syracuse,22.0,KonrRo00,P0375
1999,2,44,MIN,TE,North Dakota,22.0,KleiJi00,P0319
1999,2,46,NWE,RB,LSU,23.0,FaulKe00,P0071
1999,2,49,NYG,RB,Ohio St.,23.0,MontJo00,
1999,2,50,TAM,QB,Tulane,22.0,KingSh00,P0044
1999,2,53,BUF,WR,Tennessee,22.0,PricPe00,P0102
1999,2,54,KAN,RB,Boston Col.,24.0,ClouMi00,
1999,2,60,SDG,RB,Oklahoma,24.0,FazaJe00,P0173
1999,3,69,SDG,TE,South Dakota St.,22.0,HeidSt00,P0478
1999,3,71,CHI,WR,Northwestern,23.0,BateDW00,P0349
1999,3,77,SEA,QB,Washington,23.0,HuarBr00,
1999,3,78,CHI,WR,La-Monroe,23.0,BookMa00,P0135
1999,3,79,NYG,TE,Texas A&M,23.0,CampDa00,P0594
1999,3,82,SEA,WR,Auburn,22.0,BailKa00,
1999,3,86,BUF,RB,Tennessee,22.0,BrysSh00,P0112
1999,3,92,ATL,FB,Arizona St.,23.0,PaulJe20,
1999,3,93,DEN,WR,Florida,23.0,McGrTr00,
1999,3,95,PIT,RB,West Virginia,22.0,ZereAm00,P0292
1999,4,98,CIN,WR,Kentucky,22.0,YeasCr00,P0214
1999,4,101,STL,QB,Ohio St.,24.0,GermJo00,
1999,4,102,OAK,WR,California,23.0,DougDa00,
1999,4,103,DET,RB,Michigan St.,21.0,IrviSe00,
1999,4,105,BAL,WR,Louisiana,23.0,StokBr00,P0297
1999,4,108,KAN,WR,USC,23.0,ParkLa00,P0330
1999,4,112,NYG,RB,Northwestern,23.0,BennSe00,
1999,4,116,ARI,FB,Nebraska,23.0,MakoJo00,
1999,4,118,DAL,WR,Texas,22.0,McGaWa00,P0175
1999,4,122,BUF,TE,North Alabama,23.0,CollBo00,
1999,4,127,DEN,RB,Georgia,24.0,GaryOl00,P0396
1999,4,130,PHI,WR,North Carolina,22.0,BrowNa00,
1999,4,131,GNB,QB,Virginia,23.0,BrooAa00,P0129
1999,5,134,MIA,RB,McNeese St.,22.0,CollCe00,
1999,5,135,CIN,FB,Miami (FL),22.0,WillNi00,
1999,5,136,PIT,TE,Michigan,23.0,TumaJe00,
1999,5,148,CLE,WR,Colorado,21.0,ChiaDa00,
1999,5,152,SEA,RB,Georgia Tech,23.0,RogeCh00,
1999,5,157,SFO,FB,Florida,23.0,JackTe00,P0322
1999,5,159,GNB,RB,Oklahoma,22.0,ParkDe00,
1999,5,164,ATL,WR,Kent St.,23.0,BakeEu00,
1999,5,166,PIT,WR,Notre Dame,22.0,JohnMa00,
1999,6,171,SFO,WR,Michigan,22.0,StreTa00,P0231
1999,6,172,PHI,FB,Wisconsin,24.0,MartCe00,P0201
1999,6,179,DEN,TE,Wake Forest,22.0,ClarDe00,P0164
1999,6,191,CLE,TE,Tarleton St.,23.0,DearJa00,
1999,6,193,DAL,WR,Nebraska-Omaha,24.0,JenkMa00,P0281
1999,6,201,PHI,WR,East Carolina,22.0,SmitTr00,
1999,6,204,DEN,WR,Cincinnati,23.0,PlumCh20,
1999,6,206,ARI,FB,Mississippi St.,22.0,McKiDe00,
1999,7,207,CLE,RB,Arkansas,23.0,HillMa20,
1999,7,208,PHI,TE,Oregon,23.0,WeavJe00,P0325
1999,7,213,GNB,WR,Alcorn St.,24.0,DrivDo00,P0198
1999,7,218,DEN,TE,USC,22.0,MillBi00,P0350
1999,7,227,NWE,QB,Kansas St.,23.0,BishMi00,
1999,7,229,DAL,TE,Arizona,23.0,LuckMi00,
1999,7,230,BUF,TE,Nebraska,23.0,JackSh00,
1999,7,233,TAM,RB,Notre Dame,22.0,DensAu00,
1999,7,238,DEN,TE,Kansas St.,24.0,SwifJu00,
1999,7,239,ARI,QB,NW Missouri St.,23.0,GreiCh00,
1999,7,240,TAM,WR,Kansas St.,23.0,McDoDa00,
1999,7,241,NWE,WR,Brown,23.0,MoreSe00,
1999,7,245,CIN,QB,Miami (FL),23.0,CoviSc00,
1999,7,253,CHI,FB,Pennsylvania,22.0,FinnJi00,
2000,1,4,CIN,WR,Florida St.,23.0,WarrPe00,P0079
2000,1,5,BAL,RB,Tennessee,21.0,LewiJa00,P0043
2000,1,7,ARI,RB,Virginia,22.0,JoneTh00,P0147
2000,1,8,PIT,WR,Michigan St.,23.0,BurrPl00,P0224
2000,1,10,BAL,WR,Florida,22.0,TaylTr01,P0176
2000,1,11,NYG,RB,Wisconsin,22.0,DaynRo00,P0131
2000,1,14,GNB,TE,Miami (FL),22.0,FranBu00,P0167
2000,1,18,NYJ,QB,Marshall,24.0,PennCh01,P0337
2000,1,19,SEA,RB,Alabama,23.0,AlexSh00,P0220
2000,1,21,KAN,WR,Jackson St.,22.0,MorrSy00,P0115
2000,1,27,NYJ,TE,West Virginia,23.0,BechAn00,P0249
2000,1,29,JAX,WR,USC,22.0,SowaR.00,
2000,1,31,STL,RB,Arizona,23.0,CaniTr00,P0276
2000,2,32,CLE,WR,Arizona,22.0,NortDe00,P0158
2000,2,36,PHI,WR,Southern Miss,23.0,PinkTo00,P0270
2000,2,47,OAK,WR,West Virginia,22.0,PortJe00,P0335
2000,3,63,CLE,RB,Miami (OH),23.0,PrenTr00,P0091
2000,3,66,CIN,WR,Florida St.,23.0,DugaRo00,P0302
2000,3,68,TEN,TE,Florida,23.0,KinnEr00,P0245
2000,3,69,CHI,WR,Georgia Tech,21.0,WhitDe00,P0288
2000,3,70,DEN,WR,Texas A&M,22.0,ColeCh00,
2000,3,73,NYG,WR,Lambuth,24.0,DixoRo00,P0377
2000,3,75,BAL,QB,Louisville,23.0,RedmCh00,P0389
2000,3,76,NWE,RB,Arizona St.,22.0,RedmJ.00,P0150
2000,3,78,NYJ,WR,Florida St.,22.0,ColeLa00,P0183
2000,3,79,CLE,WR,Tulane,22.0,DawsJa00,P0314
2000,3,80,SEA,WR,Florida,21.0,JackDa00,P0088
2000,3,81,DET,RB,Oregon,22.0,DrouRe00,P0454
2000,3,87,CHI,TE,Wake Forest,24.0,LymaDu00,
2000,3,88,MIN,RB,Marshall,23.0,ChapDo00,P0315
2000,4,96,NOR,FB,Arizona St.,22.0,SmitTe00,
2000,4,97,CIN,RB,James Madison,23.0,KeatCu00,
2000,4,99,PHI,WR,Michigan St.,22.0,ScotGa00,
2000,4,103,PIT,WR,UCLA,23.0,FarmDa00,P0237
2000,4,110,CLE,TE,Michigan,23.0,SheaAa00,P0181
2000,4,111,SDG,WR,Miami (OH),22.0,GaylTr00,P0373
2000,4,115,KAN,RB,Louisville,23.0,MoreFr00,
2000,4,117,MIA,FB,North Carolina,22.0,DyerDe00,
2000,4,121,BUF,WR,Tennessee St.,23.0,BlacAv00,
2000,5,132,SFO,RB,Texas-El Paso,22.0,SmitPa00,
2000,5,141,NWE,TE,Boise St.,23.0,StacDa00,
2000,5,143,NYJ,WR,USC,23.0,HayeWi00,
2000,5,144,DAL,RB,Ohio St.,22.0,WileMi00,P0317
2000,5,153,KAN,WR,Texas A&M,21.0,HallDa00,P0366
2000,5,156,BUF,RB,Texas Tech,23.0,MorrSa00,P0113
2000,5,157,TAM,TE,Kentucky,22.0,WhalJa00,
2000,5,158,NOR,TE,Iowa,22.0,WheaAu20,
2000,5,163,PIT,QB,Tennessee,22.0,MartTe00,
2000,5,164,ARI,TE,Northwestern,22.0,TantJa00,
2000,5,165,MIN,WR,Stanford,23.0,WaltTr00,P0415
2000,5,166,NOR,RB,USC,23.0,MortCh00,P0195
2000,6,168,NOR,QB,West Virginia,23.0,BulgMa00,P0354
2000,6,170,CHI,WR,Kansas St.,23.0,MurpFr00,
2000,6,172,ATL,WR,Troy,22.0,PhilMa20,
2000,6,175,SEA,WR,Marshall,22.0,WillJa01,
2000,6,183,CLE,QB,Texas St.,22.0,WynnSp00,
2000,6,189,DEN,RB,Utah,26.0,AndeMi00,P0026
2000,6,196,JAX,WR,Arkansas,24.0,SmitEm20,
2000,6,199,NWE,QB,Michigan,23.0,BradTo00,P0260
2000,6,202,WAS,QB,Stanford,22.0,HusaTo20,
2000,7,210,CIN,TE,Missouri State,24.0,StLoBr00,
2000,7,212,SFO,QB,Louisiana Tech,23.0,RattTi00,P0444
2000,7,213,TEN,RB,Houston,24.0,GreeMi00,
2000,7,214,DEN,QB,Notre Dame,23.0,JackJa01,
2000,7,227,OAK,TE,Miami (FL),23.0,FulcMo20,
2000,7,230,SFO,TE,Arizona St.,23.0,JennBr00,
2000,7,233,BUF,WR,Buffalo,22.0,HaddDr00,
2000,7,234,TAM,QB,Georgia Tech,23.0,HamiJo20,
2000,7,239,NWE,FB,Georgia,22.0,PassPa00,P0488
2000,7,242,GNB,WR,Central Florida,22.0,LeexCh00,P0420
2000,7,243,JAX,RB,Virginia Tech,22.0,StitSh00,
2000,7,252,GNB,RB,LSU,23.0,MealRo00,
2001,1,1,ATL,QB,Virginia Tech,21.0,VickMi00,P0310
2001,1,5,SDG,RB,TCU,22.0,TomlLa00,P0251
2001,1,8,CHI,WR,Michigan,22.0,TerrDa00,P0280
2001,1,9,SEA,WR,North Carolina St.,21.0,RobiKo00,P0279
2001,1,15,WAS,WR,Clemson,23.0,GardRo00,P0264
2001,1,16,NYJ,WR,Miami (FL),22.0,MossSa00,P0356
2001,1,23,NOR,RB,Mississippi,22.0,McAlDe00,P0312
2001,1,25,PHI,WR,UCLA,22.0,MitcFr00,P0316
2001,1,27,MIN,RB,Wisconsin,23.0,BennMi00,P0267
2001,1,30,IND,WR,Miami (FL),22.0,WaynRe00,P0308
2001,1,31,BAL,TE,Arizona St.,21.0,HeapTo00,P0339
2001,2,32,SDG,QB,Purdue,22.0,BreeDr00,P0340
2001,2,33,CLE,WR,Kansas St.,23.0,MorgQu00,P0289
2001,2,35,ATL,TE,North Carolina,23.0,CrumAl00,P0295
2001,2,36,CIN,WR,Oregon St.,23.0,JohnCh01,P0303
2001,2,38,CHI,RB,Michigan,23.0,ThomAn01,P0254
2001,2,41,GNB,WR,Texas A&M,21.0,FergRo00,P0378
2001,2,49,NYJ,RB,Maryland,22.0,JordLa00,P0318
2001,2,52,MIA,WR,Wisconsin,23.0,ChamCh00,P0257
2001,2,53,DAL,QB,Georgia,23.0,CartQu00,P0300
2001,2,58,BUF,RB,Tennessee,22.0,HenrTr00,P0268
2001,2,59,OAK,QB,Washington,22.0,TuiaMa00,
2001,3,65,CLE,RB,Miami (FL),25.0,JackJa00,P0294
2001,3,66,CIN,TE,San Jose St.,23.0,BrewSe20,
2001,3,74,CAR,WR,Utah,22.0,SmitSt01,P0342
2001,3,77,KAN,WR,Florida St.,24.0,MinnMa00,P0287
2001,3,80,SFO,RB,Pittsburgh,22.0,BarlKe00,P0269
2001,3,82,SEA,FB,Auburn,22.0,EvanHe00,
2001,3,85,MIA,RB,Florida St.,22.0,MinoTr00,P0275
2001,3,90,TEN,TE,Kansas St.,23.0,MeieSh00,P0500
2001,4,100,CIN,RB,Auburn,21.0,JohnRu00,P0407
2001,4,106,CAR,QB,Florida St.,29.0,WeinCh00,P0258
2001,4,108,KAN,RB,TCU,22.0,LaynGe00,
2001,4,109,WAS,QB,Iowa St.,23.0,RoseSa00,P0632
2001,4,115,NOR,FB,Kansas,23.0,NorrMo00,
2001,4,116,STL,WR,Washington St.,22.0,WynnMi00,
2001,4,119,NWE,TE,Notre Dame,22.0,HollJa01,
2001,4,121,PHI,RB,Nebraska,22.0,BuckCo00,P0285
2001,4,124,TEN,WR,Northern Illinois,22.0,McCaJu00,P0386
2001,4,125,NYG,QB,Florida,22.0,PalmJe00,
2001,4,129,STL,TE,Arizona,21.0,ManuBr00,P0433
2001,4,131,MIN,WR,TCU,22.0,JameCe00,
2001,5,136,ATL,WR,Purdue,23.0,SuthVi00,
2001,5,140,SEA,WR,Eastern Kentucky,22.0,BannAl00,
2001,5,141,KAN,TE,Virginia,22.0,BabeBi00,
2001,5,147,PHI,TE,Penn St.,22.0,StewTo00,
2001,5,148,DET,WR,Grambling St.,21.0,AndeSc00,P0385
2001,5,149,DET,QB,Rutgers,22.0,McMaMi00,P0320
2001,5,150,KAN,RB,S.F. Austin,22.0,BlayDe00,P0440
2001,5,154,WAS,WR,Delaware St.,24.0,McCaDa00,P0393
2001,5,155,PHI,QB,Oregon,24.0,FeelA.00,P0399
2001,5,159,TEN,WR,Northern Iowa,23.0,BerlEd00,P0494
2001,5,162,NYG,WR,Troy,22.0,CartJo01,
2001,6,169,SFO,WR,Tennessee,22.0,WilsCe00,P0419
2001,6,174,TAM,FB,Illinois,22.0,CookJa00,
